delivery_id,order_id,delivery_status,delivery_time,rider_id
D45159,O50151,Delivered,10:30:00,RD172
D45160,O50152,Delivered,15:48:00,RD32
D45161,O50153,Delivered,19:23:00,RD126
D45162,O50154,Delivered,12:40:00,RD88
D45163,O50155,Delivered,16:19:00,RD110
D45164,O50156,Delivered,12:36:00,RD188
D45165,O50157,Delivered,14:51:00,RD130
D45166,O50159,Delivered,16:02:00,RD14
D45167,O50160,Delivered,19:36:00,RD58
D45168,O50161,Delivered,18:04:00,RD172
D45169,O50162,Delivered,11:58:00,RD132
D45170,O50163,Delivered,19:35:00,RD67
D45171,O50164,Delivered,13:33:00,RD101
D45172,O50167,Delivered,20:49:00,RD198
D45173,O50168,Delivered,13:50:00,RD131
D45174,O50169,Delivered,20:17:00,RD106
D45175,O50171,Delivered,19:41:00,RD245
D45176,O50172,Delivered,17:43:00,RD238
D45177,O50173,Delivered,15:12:00,RD208
D45178,O50174,Delivered,11:04:00,RD26
D45179,O50175,Delivered,19:13:00,RD226
D45180,O50176,Delivered,16:15:00,RD225
D45181,O50177,Delivered,11:45:00,RD200
D45182,O50178,Delivered,19:46:00,RD149
D45183,O50179,Delivered,16:45:00,RD233
D45184,O50180,Delivered,18:30:00,RD203
D45185,O50181,Delivered,16:07:00,RD159
D45186,O50182,Delivered,12:58:00,RD84
D45187,O50183,Delivered,22:16:00,RD148
D45188,O50184,Delivered,12:28:00,RD10
D45189,O50185,Delivered,16:48:00,RD132
D45190,O50186,Delivered,20:55:00,RD40
D45191,O50187,Delivered,11:32:00,RD240
D45192,O50188,Delivered,22:14:00,RD136
D45193,O50189,Delivered,14:14:00,RD48
D45194,O50190,Delivered,15:22:00,RD212
D45195,O50191,Delivered,21:32:00,RD94
D45196,O50193,Delivered,18:09:00,RD203
D45197,O50194,Delivered,12:17:00,RD6
D45198,O50195,Delivered,21:41:00,RD58
D45199,O50196,Delivered,18:18:00,RD235
D45200,O50197,Delivered,21:11:00,RD189
D45201,O50198,Delivered,18:39:00,RD29
D45202,O50199,Delivered,17:51:00,RD123
D45203,O50200,Delivered,12:06:00,RD229
D45204,O50201,Delivered,14:12:00,RD213
D45205,O50202,Delivered,20:57:00,RD77
D45206,O50203,Delivered,19:50:00,RD29
D45207,O50204,Delivered,15:42:00,RD101
D45208,O50205,Delivered,17:41:00,RD159
D45209,O50206,Delivered,12:56:00,RD243
D45210,O50207,Delivered,16:40:00,RD25
D45211,O50208,Delivered,18:52:00,RD9
D45212,O50209,Delivered,18:08:00,RD186
D45213,O50210,Delivered,18:10:00,RD191
D45214,O50211,Delivered,17:24:00,RD135
D45215,O50212,Delivered,10:44:00,RD9
D45216,O50213,Delivered,18:55:00,RD248
D45217,O50214,Delivered,12:39:00,RD125
D45218,O50215,Delivered,17:22:00,RD159
D45219,O50216,Delivered,10:40:00,RD152
D45220,O50217,Delivered,11:03:00,RD5
D45221,O50218,Delivered,18:48:00,RD240
D45222,O50219,Delivered,17:53:00,RD231
D45223,O50220,Delivered,21:42:00,RD79
D45224,O50222,Delivered,14:05:00,RD178
D45225,O50223,Delivered,17:11:00,RD197
D45226,O50224,Delivered,15:40:00,RD250
D45227,O50225,Delivered,11:38:00,RD183
D45228,O50226,Delivered,13:31:00,RD221
D45229,O50227,Delivered,16:34:00,RD34
D45230,O50228,Delivered,15:05:00,RD111
D45231,O50229,Delivered,11:52:00,RD9
D45232,O50231,Delivered,22:10:00,RD10
D45233,O50232,Delivered,22:33:00,RD238
D45234,O50233,Delivered,12:16:00,RD150
D45235,O50234,Delivered,15:44:00,RD150
D45236,O50235,Delivered,20:39:00,RD167
D45237,O50236,Delivered,21:30:00,RD20
D45238,O50237,Delivered,13:31:00,RD68
D45239,O50238,Delivered,16:20:00,RD38
D45240,O50239,Delivered,18:37:00,RD137
D45241,O50240,Delivered,21:43:00,RD183
D45242,O50241,Delivered,13:28:00,RD74
D45243,O50243,Delivered,18:33:00,RD108
D45244,O50244,Delivered,18:54:00,RD122
D45245,O50245,Delivered,21:56:00,RD173
D45246,O50246,Delivered,11:40:00,RD215
D45247,O50247,Delivered,19:37:00,RD103
D45248,O50248,Delivered,21:54:00,RD240
D45249,O50249,Delivered,11:23:00,RD119
D45250,O50250,Delivered,21:16:00,RD188
D45251,O50252,Delivered,13:45:00,RD222
D45252,O50253,Delivered,13:21:00,RD242
D45253,O50254,Delivered,18:13:00,RD233
D45254,O50255,Delivered,16:09:00,RD191
D45255,O50256,Delivered,21:10:00,RD166
D45256,O50258,Delivered,20:36:00,RD176
D45257,O50260,Delivered,13:13:00,RD152
D45258,O50261,Delivered,16:44:00,RD200
D45259,O50262,Delivered,18:43:00,RD143
D45260,O50263,Delivered,15:05:00,RD100
D45261,O50264,Delivered,12:22:00,RD132
D45262,O50265,Delivered,16:04:00,RD152
D45263,O50266,Delivered,11:09:00,RD99
D45264,O50267,Delivered,19:46:00,RD246
D45265,O50268,Delivered,19:34:00,RD108
D45266,O50269,Delivered,15:16:00,RD162
D45267,O50271,Delivered,16:04:00,RD114
D45268,O50273,Delivered,19:40:00,RD165
D45269,O50274,Delivered,17:24:00,RD225
D45270,O50276,Delivered,18:12:00,RD38
D45271,O50277,Delivered,12:34:00,RD107
D45272,O50278,Delivered,20:14:00,RD44
D45273,O50279,Delivered,16:40:00,RD8
D45274,O50280,Delivered,11:42:00,RD81
D45275,O50281,Delivered,14:32:00,RD221
D45276,O50282,Delivered,21:32:00,RD218
D45277,O50283,Delivered,17:08:00,RD191
D45278,O50285,Delivered,15:52:00,RD219
D45279,O50287,Delivered,20:59:00,RD102
D45280,O50288,Delivered,12:00:00,RD101
D45281,O50289,Delivered,12:41:00,RD219
D45282,O50290,Delivered,14:47:00,RD162
D45283,O50292,Delivered,21:30:00,RD152
D45284,O50293,Delivered,13:05:00,RD10
D45285,O50294,Delivered,15:28:00,RD102
D45286,O50295,Delivered,11:21:00,RD2
D45287,O50296,Delivered,21:13:00,RD68
D45288,O50297,Delivered,21:07:00,RD15
D45289,O50299,Delivered,22:10:00,RD190
D45290,O50300,Delivered,11:35:00,RD243
D45291,O50301,Delivered,13:41:00,RD204
D45292,O50303,Delivered,11:05:00,RD183
D45293,O50304,Delivered,17:06:00,RD162
D45294,O50305,Delivered,14:06:00,RD209
D45295,O50306,Delivered,13:41:00,RD81
D45296,O50307,Delivered,21:04:00,RD93
D45297,O50308,Delivered,11:39:00,RD241
D45298,O50309,Delivered,12:59:00,RD230
D45299,O50310,Delivered,21:14:00,RD13
D45300,O50311,Delivered,17:02:00,RD41
D45301,O50312,Delivered,21:20:00,RD189
D45302,O50313,Delivered,20:15:00,RD223
D45303,O50314,Delivered,21:47:00,RD15
D45304,O50315,Delivered,20:15:00,RD218
D45305,O50317,Delivered,18:29:00,RD56
D45306,O50318,Delivered,11:26:00,RD249
D45307,O50319,Delivered,12:42:00,RD174
D45308,O50320,Delivered,18:10:00,RD15
D45309,O50321,Delivered,20:53:00,RD10
D45310,O50322,Delivered,16:21:00,RD132
D45311,O50323,Delivered,18:10:00,RD137
D45312,O50324,Delivered,21:38:00,RD143
D45313,O50325,Delivered,12:54:00,RD222
D45314,O50326,Delivered,16:22:00,RD238
D45315,O50327,Delivered,21:43:00,RD180
D45316,O50328,Delivered,21:27:00,RD86
D45317,O50329,Delivered,14:29:00,RD150
D45318,O50330,Delivered,22:22:00,RD124
D45319,O50331,Delivered,16:14:00,RD250
D45320,O50333,Delivered,14:25:00,RD232
D45321,O50334,Delivered,22:17:00,RD203
D45322,O50335,Delivered,11:21:00,RD215
D45323,O50336,Delivered,12:18:00,RD95
D45324,O50337,Delivered,16:32:00,RD89
D45325,O50338,Delivered,16:02:00,RD2
D45326,O50339,Delivered,14:22:00,RD134
D45327,O50342,Delivered,13:17:00,RD216
D45328,O50343,Delivered,12:28:00,RD73
D45329,O50344,Delivered,13:11:00,RD126
D45330,O50345,Delivered,21:05:00,RD186
D45331,O50346,Delivered,21:20:00,RD151
D45332,O50347,Delivered,14:11:00,RD108
D45333,O50348,Delivered,22:37:00,RD26
D45334,O50349,Delivered,16:37:00,RD215
D45335,O50350,Delivered,15:47:00,RD140
D45336,O50352,Delivered,11:27:00,RD168
D45337,O50353,Delivered,11:09:00,RD177
D45338,O50355,Delivered,10:56:00,RD109
D45339,O50356,Delivered,20:15:00,RD48
D45340,O50357,Delivered,19:15:00,RD218
D45341,O50358,Delivered,18:31:00,RD9
D45342,O50359,Delivered,14:57:00,RD78
D45343,O50360,Delivered,15:04:00,RD55
D45344,O50361,Delivered,21:03:00,RD213
D45345,O50362,Delivered,22:19:00,RD13
D45346,O50363,Delivered,20:27:00,RD40
D45347,O50364,Delivered,10:50:00,RD165
D45348,O50365,Delivered,17:45:00,RD202
D45349,O50366,Delivered,17:35:00,RD10
D45350,O50367,Delivered,20:54:00,RD200
D45351,O50368,Delivered,10:57:00,RD35
D45352,O50369,Delivered,21:17:00,RD233
D45353,O50370,Delivered,12:43:00,RD9
D45354,O50371,Delivered,13:49:00,RD92
D45355,O50372,Delivered,18:05:00,RD11
D45356,O50374,Delivered,17:44:00,RD106
D45357,O50375,Delivered,15:26:00,RD68
D45358,O50376,Delivered,10:57:00,RD9
D45359,O50377,Delivered,15:20:00,RD182
D45360,O50378,Delivered,15:42:00,RD222
D45361,O50379,Delivered,18:15:00,RD191
D45362,O50380,Delivered,20:41:00,RD42
D45363,O50381,Delivered,19:32:00,RD185
D45364,O50382,Delivered,22:23:00,RD66
D45365,O50383,Delivered,15:27:00,RD41
D45366,O50384,Delivered,16:25:00,RD30
D45367,O50385,Delivered,12:21:00,RD248
D45368,O50386,Delivered,15:11:00,RD209
D45369,O50387,Delivered,18:44:00,RD202
D45370,O50389,Delivered,14:37:00,RD14
D45371,O50390,Delivered,20:00:00,RD238
D45372,O50392,Delivered,17:00:00,RD34
D45373,O50393,Delivered,11:57:00,RD213
D45374,O50394,Delivered,15:29:00,RD31
D45375,O50396,Delivered,13:17:00,RD145
D45376,O50397,Delivered,15:52:00,RD197
D45377,O50398,Delivered,12:15:00,RD128
D45378,O50399,Delivered,21:49:00,RD94
D45379,O50400,Delivered,13:06:00,RD169
D45380,O50401,Delivered,14:16:00,RD147
D45381,O50402,Delivered,19:01:00,RD185
D45382,O50403,Delivered,12:33:00,RD150
D45383,O50404,Delivered,17:34:00,RD46
D45384,O50405,Delivered,22:15:00,RD65
D45385,O50406,Delivered,15:50:00,RD176
D45386,O50407,Delivered,18:11:00,RD30
D45387,O50408,Delivered,13:12:00,RD170
D45388,O50409,Delivered,21:19:00,RD74
D45389,O50410,Delivered,18:35:00,RD32
D45390,O50411,Delivered,11:59:00,RD41
D45391,O50412,Delivered,22:25:00,RD162
D45392,O50413,Delivered,21:50:00,RD234
D45393,O50414,Delivered,11:46:00,RD100
D45394,O50415,Delivered,18:33:00,RD58
D45395,O50416,Delivered,12:34:00,RD212
D45396,O50417,Delivered,20:53:00,RD93
D45397,O50418,Delivered,21:47:00,RD91
D45398,O50419,Delivered,18:14:00,RD211
D45399,O50420,Delivered,11:13:00,RD53
D45400,O50421,Delivered,17:06:00,RD149
D45401,O50422,Delivered,17:11:00,RD237
D45402,O50423,Delivered,22:06:00,RD76
D45403,O50424,Delivered,12:24:00,RD72
D45404,O50425,Delivered,22:20:00,RD240
D45405,O50426,Delivered,17:43:00,RD163
D45406,O50427,Delivered,17:46:00,RD88
D45407,O50428,Delivered,20:46:00,RD94
D45408,O50429,Delivered,15:54:00,RD158
D45409,O50431,Delivered,12:30:00,RD128
D45410,O50432,Delivered,19:59:00,RD85
D45411,O50434,Delivered,17:00:00,RD47
D45412,O50435,Delivered,14:15:00,RD159
D45413,O50436,Delivered,14:17:00,RD76
D45414,O50437,Delivered,14:00:00,RD210
D45415,O50438,Delivered,21:24:00,RD91
D45416,O50441,Delivered,11:49:00,RD111
D45417,O50442,Delivered,17:04:00,RD40
D45418,O50443,Delivered,17:09:00,RD101
D45419,O50444,Delivered,21:47:00,RD172
D45420,O50445,Delivered,13:44:00,RD244
D45421,O50446,Delivered,21:50:00,RD190
D45422,O50447,Delivered,10:57:00,RD92
D45423,O50448,Delivered,17:18:00,RD101
D45424,O50449,Delivered,19:30:00,RD165
D45425,O50450,Delivered,11:56:00,RD51
D45426,O50451,Delivered,16:54:00,RD198
D45427,O50452,Delivered,18:11:00,RD112
D45428,O50453,Delivered,20:56:00,RD238
D45429,O50454,Delivered,14:47:00,RD96
D45430,O50455,Delivered,14:33:00,RD106
D45431,O50456,Delivered,18:18:00,RD66
D45432,O50457,Delivered,21:47:00,RD134
D45433,O50458,Delivered,14:52:00,RD36
D45434,O50459,Delivered,21:57:00,RD107
D45435,O50460,Delivered,20:39:00,RD32
D45436,O50461,Delivered,21:01:00,RD171
D45437,O50462,Delivered,20:51:00,RD186
D45438,O50463,Delivered,18:27:00,RD34
D45439,O50464,Delivered,16:21:00,RD240
D45440,O50465,Delivered,21:51:00,RD16
D45441,O50466,Delivered,11:56:00,RD210
D45442,O50467,Delivered,18:23:00,RD211
D45443,O50468,Delivered,11:33:00,RD234
D45444,O50470,Delivered,16:16:00,RD51
D45445,O50471,Delivered,13:02:00,RD113
D45446,O50472,Delivered,11:32:00,RD91
D45447,O50473,Delivered,20:55:00,RD125
D45448,O50474,Delivered,11:21:00,RD74
D45449,O50475,Delivered,17:00:00,RD220
D45450,O50476,Delivered,15:43:00,RD215
D45451,O50477,Delivered,13:11:00,RD36
D45452,O50478,Delivered,15:22:00,RD201
D45453,O50479,Delivered,18:12:00,RD34
D45454,O50480,Delivered,18:32:00,RD125
D45455,O50481,Delivered,15:08:00,RD239
D45456,O50482,Delivered,18:15:00,RD110
D45457,O50483,Delivered,14:20:00,RD200
D45458,O50484,Delivered,18:30:00,RD76
D45459,O50486,Delivered,19:04:00,RD172
D45460,O50487,Delivered,18:08:00,RD71
D45461,O50488,Delivered,22:21:00,RD209
D45462,O50489,Delivered,16:04:00,RD194
D45463,O50490,Delivered,11:34:00,RD102
D45464,O50491,Delivered,12:03:00,RD249
D45465,O50492,Delivered,22:17:00,RD52
D45466,O50493,Delivered,12:24:00,RD211
D45467,O50494,Delivered,20:04:00,RD218
D45468,O50495,Delivered,18:43:00,RD142
D45469,O50496,Delivered,17:55:00,RD75
D45470,O50497,Delivered,17:40:00,RD62
D45471,O50498,Delivered,13:41:00,RD211
D45472,O50499,Delivered,18:30:00,RD96
D45473,O50500,Delivered,16:58:00,RD109
D45474,O50503,Delivered,19:22:00,RD106
D45475,O50504,Delivered,21:13:00,RD6
D45476,O50505,Delivered,22:12:00,RD173
D45477,O50507,Delivered,19:59:00,RD164
D45478,O50508,Delivered,16:09:00,RD159
D45479,O50509,Delivered,20:32:00,RD210
D45480,O50510,Delivered,11:09:00,RD135
D45481,O50511,Delivered,21:19:00,RD240
D45482,O50512,Delivered,19:30:00,RD247
D45483,O50513,Delivered,14:00:00,RD187
D45484,O50514,Delivered,22:02:00,RD208
D45485,O50515,Delivered,17:04:00,RD192
D45486,O50516,Delivered,20:05:00,RD157
D45487,O50517,Delivered,12:18:00,RD145
D45488,O50518,Delivered,22:28:00,RD238
D45489,O50519,Delivered,15:44:00,RD68
D45490,O50520,Delivered,19:33:00,RD161
D45491,O50521,Delivered,17:01:00,RD102
D45492,O50522,Delivered,13:24:00,RD172
D45493,O50523,Delivered,20:13:00,RD231
D45494,O50524,Delivered,16:55:00,RD160
D45495,O50525,Delivered,22:14:00,RD158
D45496,O50526,Delivered,13:30:00,RD134
D45497,O50529,Delivered,19:28:00,RD152
D45498,O50530,Delivered,10:42:00,RD33
D45499,O50531,Delivered,22:28:00,RD26
D45500,O50532,Delivered,11:20:00,RD217
D45501,O50533,Delivered,15:09:00,RD74
D45502,O50534,Delivered,22:09:00,RD33
D45503,O50535,Delivered,12:42:00,RD184
D45504,O50536,Delivered,15:48:00,RD30
D45505,O50537,Delivered,14:31:00,RD144
D45506,O50538,Delivered,14:41:00,RD17
D45507,O50539,Delivered,13:21:00,RD209
D45508,O50540,Delivered,20:31:00,RD141
D45509,O50541,Delivered,20:48:00,RD26
D45510,O50542,Delivered,13:17:00,RD247
D45511,O50545,Delivered,10:38:00,RD41
D45512,O50547,Delivered,19:29:00,RD212
D45513,O50548,Delivered,19:55:00,RD213
D45514,O50549,Delivered,21:01:00,RD213
D45515,O50550,Delivered,17:42:00,RD123
D45516,O50551,Delivered,13:31:00,RD102
D45517,O50552,Delivered,11:44:00,RD130
D45518,O50553,Delivered,19:36:00,RD249
D45519,O50554,Delivered,22:17:00,RD10
D45520,O50555,Delivered,14:18:00,RD159
D45521,O50556,Delivered,11:03:00,RD165
D45522,O50557,Delivered,13:10:00,RD236
D45523,O50558,Delivered,10:36:00,RD132
D45524,O50559,Delivered,15:52:00,RD212
D45525,O50560,Delivered,18:04:00,RD160
D45526,O50562,Delivered,15:22:00,RD44
D45527,O50563,Delivered,21:12:00,RD92
D45528,O50564,Delivered,18:42:00,RD154
D45529,O50565,Delivered,19:10:00,RD101
D45530,O50566,Delivered,20:12:00,RD134
D45531,O50569,Delivered,19:57:00,RD53
D45532,O50570,Delivered,12:58:00,RD207
D45533,O50571,Delivered,11:47:00,RD165
D45534,O50572,Delivered,11:02:00,RD223
D45535,O50574,Delivered,18:03:00,RD190
D45536,O50575,Delivered,22:09:00,RD236
D45537,O50576,Delivered,22:23:00,RD77
D45538,O50577,Delivered,22:00:00,RD200
D45539,O50578,Delivered,16:01:00,RD183
D45540,O50579,Delivered,10:41:00,RD84
D45541,O50580,Delivered,10:34:00,RD5
D45542,O50581,Delivered,21:12:00,RD216
D45543,O50582,Delivered,16:43:00,RD17
D45544,O50583,Delivered,16:36:00,RD222
D45545,O50584,Delivered,17:40:00,RD45
D45546,O50585,Delivered,21:33:00,RD172
D45547,O50586,Delivered,12:52:00,RD184
D45548,O50587,Delivered,18:36:00,RD70
D45549,O50589,Delivered,12:21:00,RD157
D45550,O50590,Delivered,20:55:00,RD10
D45551,O50591,Delivered,19:57:00,RD222
D45552,O50592,Delivered,16:26:00,RD198
D45553,O50593,Delivered,20:49:00,RD12
D45554,O50594,Delivered,21:36:00,RD124
D45555,O50595,Delivered,21:16:00,RD67
D45556,O50596,Delivered,18:46:00,RD39
D45557,O50597,Delivered,20:37:00,RD189
D45558,O50598,Delivered,13:39:00,RD137
D45559,O50599,Delivered,12:17:00,RD183
D45560,O50602,Delivered,15:31:00,RD122
D45561,O50603,Delivered,16:42:00,RD90
D45562,O50604,Delivered,14:57:00,RD244
D45563,O50605,Delivered,21:44:00,RD33
D45564,O50606,Delivered,12:40:00,RD2
D45565,O50607,Delivered,12:35:00,RD186
D45566,O50608,Delivered,11:18:00,RD224
D45567,O50609,Delivered,20:36:00,RD24
D45568,O50610,Delivered,12:48:00,RD233
D45569,O50611,Delivered,18:50:00,RD203
D45570,O50612,Delivered,16:54:00,RD246
D45571,O50613,Delivered,15:05:00,RD47
D45572,O50614,Delivered,13:54:00,RD150
D45573,O50615,Delivered,21:53:00,RD33
D45574,O50617,Delivered,13:40:00,RD150
D45575,O50619,Delivered,17:11:00,RD241
D45576,O50620,Delivered,15:02:00,RD63
D45577,O50622,Delivered,19:19:00,RD126
D45578,O50623,Delivered,22:16:00,RD178
D45579,O50624,Delivered,22:12:00,RD101
D45580,O50625,Delivered,19:08:00,RD34
D45581,O50626,Delivered,14:46:00,RD143
D45582,O50627,Delivered,14:39:00,RD177
D45583,O50628,Delivered,18:32:00,RD238
D45584,O50630,Delivered,21:23:00,RD59
D45585,O50631,Delivered,12:25:00,RD234
D45586,O50632,Delivered,20:11:00,RD176
D45587,O50633,Delivered,11:08:00,RD166
D45588,O50634,Delivered,21:28:00,RD48
D45589,O50635,Delivered,17:24:00,RD179
D45590,O50636,Delivered,17:25:00,RD39
D45591,O50637,Delivered,20:51:00,RD113
D45592,O50638,Delivered,12:01:00,RD176
D45593,O50640,Delivered,10:47:00,RD101
D45594,O50641,Delivered,12:58:00,RD37
D45595,O50642,Delivered,11:07:00,RD239
D45596,O50643,Delivered,15:30:00,RD107
D45597,O50644,Delivered,15:41:00,RD98
D45598,O50645,Delivered,21:20:00,RD37
D45599,O50647,Delivered,22:10:00,RD30
D45600,O50648,Delivered,15:54:00,RD75
D45601,O50649,Delivered,21:44:00,RD134
D45602,O50650,Delivered,15:29:00,RD240
D45603,O50651,Delivered,11:50:00,RD55
D45604,O50652,Delivered,10:32:00,RD130
D45605,O50653,Delivered,20:50:00,RD7
D45606,O50654,Delivered,17:43:00,RD244
D45607,O50655,Delivered,15:52:00,RD102
D45608,O50656,Delivered,12:08:00,RD191
D45609,O50657,Delivered,19:26:00,RD138
D45610,O50658,Delivered,21:42:00,RD154
D45611,O50659,Delivered,17:27:00,RD42
D45612,O50660,Delivered,22:14:00,RD196
D45613,O50661,Delivered,21:43:00,RD34
D45614,O50662,Delivered,11:45:00,RD236
D45615,O50663,Delivered,14:30:00,RD165
D45616,O50664,Delivered,10:41:00,RD135
D45617,O50665,Delivered,15:05:00,RD189
D45618,O50666,Delivered,22:04:00,RD244
D45619,O50667,Delivered,18:39:00,RD236
D45620,O50668,Delivered,11:31:00,RD22
D45621,O50669,Delivered,15:04:00,RD122
D45622,O50670,Delivered,12:02:00,RD242
D45623,O50671,Delivered,15:45:00,RD40
D45624,O50672,Delivered,19:26:00,RD55
D45625,O50673,Delivered,12:08:00,RD227
D45626,O50674,Delivered,21:57:00,RD230
D45627,O50675,Delivered,14:34:00,RD248
D45628,O50676,Delivered,11:05:00,RD182
D45629,O50677,Delivered,18:36:00,RD187
D45630,O50678,Delivered,12:47:00,RD238
D45631,O50679,Delivered,21:42:00,RD71
D45632,O50680,Delivered,12:32:00,RD48
D45633,O50681,Delivered,15:02:00,RD68
D45634,O50682,Delivered,22:10:00,RD5
D45635,O50683,Delivered,12:16:00,RD124
D45636,O50684,Delivered,16:20:00,RD217
D45637,O50685,Delivered,22:11:00,RD212
D45638,O50688,Delivered,12:09:00,RD128
D45639,O50689,Delivered,14:20:00,RD93
D45640,O50690,Delivered,19:54:00,RD182
D45641,O50691,Delivered,22:22:00,RD173
D45642,O50692,Delivered,18:07:00,RD184
D45643,O50693,Delivered,15:28:00,RD47
D45644,O50694,Delivered,19:38:00,RD121
D45645,O50695,Delivered,22:05:00,RD21
D45646,O50696,Delivered,17:48:00,RD94
D45647,O50697,Delivered,21:35:00,RD223
D45648,O50698,Delivered,13:35:00,RD12
D45649,O50699,Delivered,13:31:00,RD74
D45650,O50700,Delivered,17:08:00,RD184
D45651,O50701,Delivered,17:38:00,RD6
D45652,O50702,Delivered,13:20:00,RD174
D45653,O50703,Delivered,19:43:00,RD14
D45654,O50704,Delivered,14:31:00,RD236
D45655,O50706,Delivered,16:54:00,RD221
D45656,O50707,Delivered,14:46:00,RD16
D45657,O50708,Delivered,13:03:00,RD214
D45658,O50709,Delivered,11:21:00,RD233
D45659,O50710,Delivered,18:50:00,RD226
D45660,O50711,Delivered,15:44:00,RD128
D45661,O50712,Delivered,20:09:00,RD121
D45662,O50713,Delivered,17:07:00,RD38
D45663,O50714,Delivered,11:08:00,RD222
D45664,O50715,Delivered,15:23:00,RD161
D45665,O50716,Delivered,18:16:00,RD156
D45666,O50717,Delivered,13:27:00,RD182
D45667,O50718,Delivered,13:18:00,RD156
D45668,O50719,Delivered,17:15:00,RD236
D45669,O50720,Delivered,18:58:00,RD20
D45670,O50721,Delivered,16:43:00,RD125
D45671,O50722,Delivered,13:16:00,RD247
D45672,O50724,Delivered,21:22:00,RD198
D45673,O50725,Delivered,17:49:00,RD90
D45674,O50726,Delivered,15:56:00,RD102
D45675,O50727,Delivered,22:33:00,RD226
D45676,O50728,Delivered,21:26:00,RD73
D45677,O50729,Delivered,20:07:00,RD109
D45678,O50730,Delivered,18:11:00,RD23
D45679,O50731,Delivered,12:33:00,RD194
D45680,O50732,Delivered,12:03:00,RD232
D45681,O50733,Delivered,18:04:00,RD173
D45682,O50734,Delivered,15:17:00,RD88
D45683,O50738,Delivered,16:49:00,RD155
D45684,O50739,Delivered,12:21:00,RD110
D45685,O50740,Delivered,20:51:00,RD38
D45686,O50741,Delivered,12:14:00,RD158
D45687,O50742,Delivered,12:32:00,RD26
D45688,O50744,Delivered,13:14:00,RD6
D45689,O50745,Delivered,16:49:00,RD157
D45690,O50748,Delivered,18:53:00,RD89
D45691,O50749,Delivered,20:23:00,RD86
D45692,O50750,Delivered,15:50:00,RD114
D45693,O50751,Delivered,21:28:00,RD210
D45694,O50752,Delivered,11:55:00,RD93
D45695,O50753,Delivered,17:43:00,RD38
D45696,O50754,Delivered,11:54:00,RD170
D45697,O50755,Delivered,11:38:00,RD21
D45698,O50756,Delivered,19:13:00,RD151
D45699,O50757,Delivered,18:00:00,RD37
D45700,O50758,Delivered,13:15:00,RD96
D45701,O50760,Delivered,15:35:00,RD27
D45702,O50761,Delivered,17:35:00,RD36
D45703,O50762,Delivered,15:32:00,RD33
D45704,O50763,Delivered,19:38:00,RD87
D45705,O50764,Delivered,17:54:00,RD127
D45706,O50765,Delivered,12:51:00,RD222
D45707,O50766,Delivered,15:47:00,RD161
D45708,O50767,Delivered,20:11:00,RD79
D45709,O50769,Delivered,19:10:00,RD211
D45710,O50770,Delivered,17:41:00,RD16
D45711,O50772,Delivered,14:33:00,RD119
D45712,O50773,Delivered,14:06:00,RD134
D45713,O50774,Delivered,11:09:00,RD114
D45714,O50775,Delivered,11:02:00,RD124
D45715,O50776,Delivered,20:08:00,RD5
D45716,O50777,Delivered,13:30:00,RD44
D45717,O50778,Delivered,15:06:00,RD51
D45718,O50780,Delivered,18:49:00,RD147
D45719,O50781,Delivered,19:01:00,RD250
D45720,O50782,Delivered,21:31:00,RD89
D45721,O50783,Delivered,18:25:00,RD164
D45722,O50784,Delivered,16:26:00,RD107
D45723,O50785,Delivered,15:06:00,RD44
D45724,O50786,Delivered,12:56:00,RD219
D45725,O50787,Delivered,21:11:00,RD27
D45726,O50788,Delivered,11:37:00,RD184
D45727,O50789,Delivered,11:33:00,RD20
D45728,O50790,Delivered,21:56:00,RD203
D45729,O50791,Delivered,20:13:00,RD159
D45730,O50792,Delivered,16:39:00,RD226
D45731,O50793,Delivered,20:58:00,RD124
D45732,O50794,Delivered,11:19:00,RD6
D45733,O50795,Delivered,13:18:00,RD172
D45734,O50796,Delivered,14:39:00,RD183
D45735,O50797,Delivered,22:40:00,RD245
D45736,O50798,Delivered,22:03:00,RD13
D45737,O50799,Delivered,13:12:00,RD171
D45738,O50801,Delivered,16:43:00,RD236
D45739,O50802,Delivered,19:03:00,RD126
D45740,O50803,Delivered,17:54:00,RD95
D45741,O50804,Delivered,13:05:00,RD96
D45742,O50805,Delivered,16:16:00,RD182
D45743,O50806,Delivered,21:34:00,RD61
D45744,O50807,Delivered,15:59:00,RD44
D45745,O50809,Delivered,15:33:00,RD86
D45746,O50810,Delivered,21:06:00,RD235
D45747,O50811,Delivered,13:11:00,RD217
D45748,O50812,Delivered,20:45:00,RD243
D45749,O50813,Delivered,17:13:00,RD250
D45750,O50815,Delivered,20:47:00,RD92
D45751,O50816,Delivered,20:02:00,RD42
D45752,O50817,Delivered,18:31:00,RD211
D45753,O50818,Delivered,17:40:00,RD242
D45754,O50819,Delivered,18:33:00,RD164
D45755,O50820,Delivered,17:14:00,RD145
D45756,O50821,Delivered,12:56:00,RD151
D45757,O50822,Delivered,15:37:00,RD227
D45758,O50823,Delivered,17:52:00,RD40
D45759,O50824,Delivered,18:12:00,RD162
D45760,O50825,Delivered,12:50:00,RD222
D45761,O50826,Delivered,16:21:00,RD146
D45762,O50827,Delivered,19:47:00,RD37
D45763,O50828,Delivered,16:03:00,RD63
D45764,O50829,Delivered,16:26:00,RD161
D45765,O50830,Delivered,19:09:00,RD239
